iso_code,location,date,new_cases,new_cases_smoothed,total_cases,new_cases_per_million,total_cases_per_million,new_cases_smoothed_per_million,new_deaths,new_deaths_smoothed,total_deaths,new_deaths_per_million,total_deaths_per_million,new_deaths_smoothed_per_million
OWID_WRL,World,2022-08-12,1412.0,993.71,35837.0,0.179,4.531,0.126,0.0,0.14,11.0,0.0,0.001,0.0
OWID_WRL,World,2022-08-13,141.0,997.57,35978.0,0.018,4.549,0.126,0.0,0.14,11.0,0.0,0.001,0.0
OWID_WRL,World,2022-08-14,168.0,997.0,36146.0,0.021,4.57,0.126,0.0,0.14,11.0,0.0,0.001,0.0
OWID_WRL,World,2022-08-15,1474.0,924.0,37620.0,0.186,4.756,0.117,1.0,0.14,12.0,0.0,0.002,0.0
OWID_WRL,World,2022-08-16,1319.0,907.43,38939.0,0.167,4.923,0.115,0.0,0.14,12.0,0.0,0.002,0.0
OWID_WRL,World,2022-08-17,1182.0,911.57,40121.0,0.149,5.073,0.115,0.0,0.14,12.0,0.0,0.002,0.0
OWID_WRL,World,2022-08-18,1045.0,963.0,41166.0,0.132,5.205,0.122,0.0,0.14,12.0,0.0,0.002,0.0
OWID_WRL,World,2022-08-19,772.0,871.57,41938.0,0.098,5.302,0.11,0.0,0.14,12.0,0.0,0.002,0.0
OWID_WRL,World,2022-08-20,166.0,875.14,42104.0,0.021,5.323,0.111,0.0,0.14,12.0,0.0,0.002,0.0
OWID_WRL,World,2022-08-21,129.0,869.57,42233.0,0.016,5.34,0.11,1.0,0.29,13.0,0.0,0.002,0.0
OWID_WRL,World,2022-08-22,2063.0,953.71,44296.0,0.261,5.6,0.121,0.0,0.14,13.0,0.0,0.002,0.0
OWID_WRL,World,2022-08-23,1451.0,972.57,45747.0,0.183,5.784,0.123,2.0,0.43,15.0,0.0,0.002,0.0
OWID_WRL,World,2022-08-24,1049.0,953.57,46796.0,0.133,5.917,0.121,0.0,0.43,15.0,0.0,0.002,0.0
OWID_WRL,World,2022-08-25,637.0,895.29,47433.0,0.081,5.997,0.113,0.0,0.43,15.0,0.0,0.002,0.0
OWID_WRL,World,2022-08-26,1066.0,937.29,48499.0,0.135,6.132,0.119,1.0,0.57,16.0,0.0,0.002,0.0
OWID_WRL,World,2022-08-27,59.0,922.0,48558.0,0.007,6.139,0.117,0.0,0.57,16.0,0.0,0.002,0.0
OWID_WRL,World,2022-08-28,89.0,916.29,48647.0,0.011,6.151,0.116,0.0,0.43,16.0,0.0,0.002,0.0
OWID_WRL,World,2022-08-29,1692.0,863.29,50339.0,0.214,6.365,0.109,3.0,0.86,19.0,0.0,0.002,0.0
OWID_WRL,World,2022-08-30,767.0,765.57,51106.0,0.097,6.462,0.097,0.0,0.57,19.0,0.0,0.002,0.0
OWID_WRL,World,2022-08-31,872.0,740.29,51978.0,0.11,6.572,0.094,0.0,0.57,19.0,0.0,0.002,0.0
OWID_WRL,World,2022-09-01,937.0,783.14,52915.0,0.118,6.69,0.099,0.0,0.57,19.0,0.0,0.002,0.0
OWID_WRL,World,2022-09-02,688.0,729.14,53603.0,0.087,6.777,0.092,0.0,0.43,19.0,0.0,0.002,0.0
OWID_WRL,World,2022-09-03,49.0,727.71,53652.0,0.006,6.783,0.092,0.0,0.43,19.0,0.0,0.002,0.0
OWID_WRL,World,2022-09-04,258.0,751.86,53910.0,0.033,6.816,0.095,0.0,0.43,19.0,0.0,0.002,0.0
OWID_WRL,World,2022-09-05,1003.0,653.43,54913.0,0.127,6.943,0.083,0.0,0.0,19.0,0.0,0.002,0.0
OWID_WRL,World,2022-09-06,1199.0,715.14,56112.0,0.152,7.094,0.09,0.0,0.0,19.0,0.0,0.002,0.0
OWID_WRL,World,2022-09-07,714.0,692.57,56826.0,0.09,7.185,0.088,0.0,0.0,19.0,0.0,0.002,0.0
OWID_WRL,World,2022-09-08,638.0,649.86,57464.0,0.081,7.265,0.082,1.0,0.14,20.0,0.0,0.003,0.0
OWID_WRL,World,2022-09-09,721.0,654.57,58185.0,0.091,7.357,0.083,0.0,0.14,20.0,0.0,0.003,0.0
OWID_WRL,World,2022-09-10,111.0,663.43,58296.0,0.014,7.371,0.084,0.0,0.14,20.0,0.0,0.003,0.0
OWID_WRL,World,2022-09-11,70.0,636.57,58366.0,0.009,7.379,0.08,1.0,0.29,21.0,0.0,0.003,0.0
OWID_WRL,World,2022-09-12,959.0,630.29,59325.0,0.121,7.501,0.08,1.0,0.43,22.0,0.0,0.003,0.0
OWID_WRL,World,2022-09-13,986.0,599.86,60311.0,0.125,7.625,0.076,0.0,0.43,22.0,0.0,0.003,0.0
OWID_WRL,World,2022-09-14,447.0,561.71,60758.0,0.057,7.682,0.071,0.0,0.43,22.0,0.0,0.003,0.0
OWID_WRL,World,2022-09-15,797.0,584.43,61555.0,0.101,7.783,0.074,0.0,0.29,22.0,0.0,0.003,0.0
OWID_WRL,World,2022-09-16,743.0,587.57,62298.0,0.094,7.877,0.074,1.0,0.43,23.0,0.0,0.003,0.0
